axis,index,coordinate
y,30,-2.381496301588178
y,31,-2.3501718031127243
y,32,-2.3190118805677304
y,33,-2.288014351911257
y,34,-2.2571770464733554
y,35,-2.22649780480406
y,36,-2.195974478522163
y,37,-2.165604930164779
y,38,-2.135387033037656
y,39,-2.105318671066253
y,40,-2.0753977386475557
y,41,-2.0456221405026285
y,42,-2.015989791529887
y,43,-1.9864986166590852
y,44,-1.9571465507059995
y,45,-1.9279315382278193
y,46,-1.8988515333791995
y,47,-1.869904499769002
y,48,-1.841088410317693
y,49,-1.812401247115388
y,50,-1.7838410012805477
y,51,-1.7554056728192995
y,52,-1.7270932704853836
y,53,-1.698901811640712
y,54,-1.6708293221165307
y,55,-1.6428738360751731
y,56,-1.6150333958723964
y,57,-1.5873060519202977
y,58,-1.5596898625507853
y,59,-1.5321828938796114
y,60,-1.5047832196709492
y,61,-1.4774889212024978
y,62,-1.4502980871311282
y,63,-1.42320881335903
y,64,-1.3962192029003755
y,65,-1.3693273657484824
y,66,-1.3425314187434538
y,67,-1.3158294854403145
y,68,-1.2892196959776046
y,69,-1.2627001869464363
y,70,-1.2362691012600093
y,71,-1.2099245880235618
y,72,-1.1836648024047571
y,73,-1.157487905504496
y,74,-1.1313920642281445
y,75,-1.105375451157165
y,76,-1.0794362444211498
y,77,-1.0535726275702393
y,78,-1.0277827894479215
y,79,-1.002064924064202
y,80,-0.976417230469135
y,81,-0.9508379126267084
y,82,-0.9253251792890715
y,83,-0.8998772438711002
y,84,-0.8744923243252871
y,85,-0.8491686430169496
y,86,-0.8239044265997468
y,87,-0.7986979058914958
y,88,-0.7735473157502843
y,89,-0.7484508949508606
y,90,-0.7234068860612992
y,91,-0.6984135353199323
y,92,-0.6734690925125428
y,93,-0.648571810849798
y,94,-0.6237199468449268
y,95,-0.5989117601916303
y,96,-0.5741455136422111
y,97,-0.549419472885921
y,98,-0.5247319064275096
y,99,-0.5000810854659727
y,100,-0.47546528377349206
y,101,-0.4508827775745501
y,102,-0.4263318454252176
y,103,-0.4018107680926102
y,104,-0.3773178284344909
y,105,-0.35285131127902414
y,106,-0.3284095033046701
y,107,-0.30399069292020187
y,108,-0.2795931701448513
y,109,-0.2552152264885601
y,110,-0.23085515483234031
y,111,-0.20651124930873177
y,112,-0.18218180518234117
y,113,-0.1578651187304687
y,114,-0.13355948712379684
y,115,-0.10926320830714831
y,116,-0.0849745808802953
y,117,-0.06069190397881652
y,118,-0.03641347715498755
y,119,-0.01213760025870636
y,120,0.012137426681566588
y,121,0.036413303577847334
y,122,0.06069173040167586
y,123,0.08497440730315553
y,124,0.10926303473000853
y,125,0.13355931354665707
y,126,0.15786494515332894
y,127,0.18218163160520096
y,128,0.2065110757315911
y,129,0.23085498125519965
y,130,0.25521505291141944
y,131,0.2795929965677111
y,132,0.30399051934306165
y,133,0.3284093297275299
y,134,0.35285113770188437
y,135,0.37731765485735114
y,136,0.4018105945154704
y,137,0.42633167184807785
y,138,0.45088260399740987
y,139,0.47546511019635274
y,140,0.500080911888833
y,141,0.5247317328503693
y,142,0.5494192993087808
y,143,0.5741453400650713
y,144,0.5989115866144905
y,145,0.623719773267787
y,146,0.6485716372726582
y,147,0.6734689189354031
y,148,0.6984133617427926
y,149,0.7234067124841594
y,150,0.7484507213737208
y,151,0.773547142173145
y,152,0.7986977323143565
y,153,0.8239042530226071
y,154,0.8491684694398103
y,155,0.8744921507481482
y,156,0.89987707029396
y,157,0.9253250057119322
y,158,0.950837739049569
y,159,0.9764170568919956
y,160,1.0020647504870626
y,161,1.0277826158707812
y,162,1.0535724539931
y,163,1.079436070844011
y,164,1.105375277580026
y,165,1.1313918906510052
y,166,1.1574877319273567
y,167,1.1836646288276178
y,168,1.209924414446422
y,169,1.23626892768287
y,170,1.2627000133692974
y,171,1.2892195224004652
y,172,1.3158293118631752
y,173,1.3425312451663158
