investigation,document,page,text
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,215,"194 [9] S.H. Won, B. Jiang, P. Diévart, C.H. Sohn, Y. Ju, Self-sust aining n-heptane cool diffusion flames activated by ozone, Proceedings of the Combust ion Institute, 35 (2015) 881-888. [10] C.B. Reuter, S.H. Won, Y. Ju, Flame structure and ignition limit of partially premixed cool flames in a counterflow burner, Proceedings of the Combust ion Institute, 36 (2017) 1513-1522. [11] C.H. Sohn, H.S. Han, C.B. Reuter, Y. Ju, S.H. Won, Thermo- kinetic dynamics of near-limit cool diffusion flames, Proceedings of the Combustion Institute, 36 (2017) 13291337. [12] V.R. Katta, W.M. Roquemore, Formation of a cool diffusion flame and its characteristics, Proceedings of the Combustion Institute, 36 (2017) 1369-1376. [13] S. Deng, D. Han, C.K. Law, Ignition and extinction of stra ined nonpremixed cool flames at elevated pressures, Combustion and Flame, 176 (2017) 143-150. [14] A. Cuoci, M. Mehl, G. Buzzi-Ferraris, T. Faravelli, D. Manca, E. Ranzi, Autoignition and burning rates of fuel droplets under microgravity, Combustion and Flame, 143 (2005) 211-226. [15] T.I. Farouk, F.L. Dryer, Isolated n-heptane droplet combustion in microgravity: “Cool Flames” – Two-stage combustion, Combustion and Flame, 161 (2014) 565-581. [16] G. Paczko, N. Peters, K. Seshadri, F.A."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,216,"195 [17] T.I. Farouk, M.C. Hicks, F.L. Dryer, Multistage oscillator y “Cool Flame” behavior for isolated alkane droplet combustion in elevated pressure mic rogravity condition, Proceedings of the Combustion Institute, 35 (2015) 1701-1708. [18] T.I. Farouk, D. Dietrich, F.E. Alam, F.L. Dryer, Isolated n-decane droplet combustion – Dual stage and single stage transition to “Cool Flame” drople t burning, Proceedings of the Combustion Institute, 36 (2017) 2523-2530. [19] A. Cuoci, A. Frassoldati, T. Faravelli, E. Ranzi, Numerical modeling of auto-ignition of isolated fuel droplets in microgravity, Proceedings of the C ombustion Institute, 35 (2015) 1621-1627. [20] F.E. Alam, S.H. Won, F.L. Dryer, T.I. Farouk, Ozone Assist ed Cool Flame Combustion of Sub-millimeter Sized n-Alkane Droplets at Atmosph eric and Higher Pressure, Combustion and Flame, (2017, Under review stage). [21] S. Kukuck, M. Matalon, The onset of oscillations in diffus ion flames, Combustion Theory and Modelling, 5 (2001) 217-240. [22] E.W. Christiansen, S.D. Tse , C.K. Law, A computational stu dy of oscillatory extinction of spherical diffusion flames, Combustion and Flame, 134 (2003) 327-337. [23] M. Miklavčič, I.S. Wichman, Theoretical and numerical anal ysis of oscillating diffusion flames, Combustion and Flame, 173 (2016) 99-105. [24] T.I. Farouk, Y.C. Liu, A.J. Savas, C.T. Avedisian, F.L."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,216,"Dr yer, Sub-millimeter sized methyl butanoate droplet combus tion: Microgravity experiments a nd detailed numerical modeling, Proceedings of the Combustion Institute, 34 (2013) 1609-1616."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,217,"196 [25] A.J. Marchese, F.L. Dryer, V. Nayagam, Numerical modeling of isolated n-alkane droplet flames: initial comparisons with ground and space-based microgravity experiments, Combustion and Flame, 116 (1999) 432-459. [26] T. Farouk, F.L. Dryer, Microgravity droplet combustion: ef fect of tethering fiber on burning rate and flame structure, Combustion Theory and Modelling, 15 (2011) 487-515. [27] M. Mehl, W.J. Pitz, C.K. Westbrook, H.J. Curran, Kinetic m odeling of gasoline surrogate components and mixtures under engine conditions, Proc eedings of the Combustion Institute, 33 (2011) 193-200. [28] W. Sun, S.H. Won, T. Ombrello, C. Carter, Y. Ju, Direct ig nition and S-curve transition by in situ nano-second pulsed discharge in methane/oxygen/helium counterflow flame, Proceedings of the Combustion Institute, 34 (2013) 847-855. [29] T.E. Daubert, R.P. Danner, Physical and Thermodynamic Prop erties of Pure Chemicals, Hemisphere Publishing Corp. , New York, USA, 1989."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,219,"198 8.1 PREFACE TO CLOSURE Combustion of sub-millimeter sized (D o < 1.0 mm) isolated sphero-symmetric liquid fuel droplets has been numerically studied in this thesi s work employing onedimensional CFD code for renewable alcohol fuels and higher n-a lkanes. Methanol (CH3OH) and butanol (C4H9OH, including its four isomers) represent the first category of fuels while n-heptane (n-C 7H16) and n-decane (n-C 10H22) consist of the second category. Two major forms of flame configurations, namely high temperatur e and low temperature (including cool) flames, have been extensively studied. In this dissertation, results pertaining to the high-temperature flames are exclusively related to the renewable alcohol fuels, while the low-temperature flames are examined through th e higher n-alkanes. To emulate the practical droplet combustion in reduced or near-abs ence of gravity condition, all the relevant physics are incorporated in the modeling formu lation along with detailed description of kinetics. For selective case studies, experimental comparison and validation have also been performed on ad-hoc basis against international space station (ISS) and terrestrial drop-tower test data. The unified goal of this research work is to demonstrate the droplet combustion’s unique capab ilities in relation to both th e applied and scientific understanding of fuel combustion."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,219,"Although each of the fuel has been investigated under the same generic computational framework, i.e., microgravity dr oplet combustion, the objectives, and consequent research findings from each study ar e uniquely disparate. The the following section discusses the main contributions and highlighting points arising from this research endeavor."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,220,"199 8.2 MAJOR CONTRIBUTIONS a. Understanding the fire-suppression mechanism under zero-gravity environment is important in designing next-gene ration spacecraft fire safety p rotocols. Practically speaking, it is also very relevant to the existing space progra ms in relation to inadvertent fire hazards. Therefore, the necessity to assess the effectiveness of different fire-suppressant mediums is critical. However, testing these suppressants under the g~0 condition is logistically challeng ing and expensive. In this th esis, it has been demonstrated that the computational droplet combustion study ca n contribute to predicting the fire-extinguishme nt behavior of any untested gas eous suppressant. An exemplary case has been reported for xenon (Xe) in chapter 3, the-then considered as a potential fire extinguisher for space application by the Nati onal Aeronautics and Astronautics Agency (NASA). Through exhaustive numerical calculations, it has been unambiguously shown that xenon underperforms compared to other existing firesuppressants due to its uniquely low thermal diffusivity. As a direct contribution from our research effort, NASA also realized the possible drawbacks of xenon as a microgravity fire suppressant and postponed testing and investing resources on it. b."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,220,"Robust design of the chemical kin etic model is an intrinsically necessary part of numerical computations for reactin g systems. Therefore, the pre dictive reliability of simulation directly depends on the accuracy and fidelity of the kinetic model itself. In this dissertation, through chapters 4-5, it has been manifested that droplet combustion simulation can be utilized as an effective tool for model valid ation and refinement. Furthermore, it has also been demonstrated that droplet combust ion can surpass the validation capabilities of the tr aditional gas-phase unsteady h omogenous and steady"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,221,"200 transport dependent experimental targets. As a benchmark study, the combustion chemistry of butanol and its iso mer are considered, and two det ailed models (Sarathy et al. 2012, Marchent et al. 2013) have been tested for this purpose against ground base drop tower droplet combustion test data. The initial validation exercise highlighted that the Sarathy et al. model predicted an accelerated fuel burning for butanol isomers, leading us to investigate the pr imary reason for such anomaly b ehavior. Through meticulous computational rigor via droplet combustion, the inhe rent source of the inconsistency for Saraty et al. model has been identified. Foll owing the recommendations from our studies to update fuel specific transp ort parameters, the model was revised by its authors, the prediction performances i mproved significantly for both gas and liquid phase targets. c. The low-temperature kinetic behavior of straight chain paraffinic fuels is unique due to their negative temperature coefficient (NTC) response. And, within the NTC range of temperature, cool flame for droplet is defined as the low-temperature chemistry-driven flame that can support maximum burning rate at a given ambient (P, T) and constraint by the transport phenomena, i.e. diffusive loss/gain."
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,221,"Because of its applied importance to engine knock and ignition in spark and compression ignition engines respectively, and potential for homogeneous charge compression ignition (HCCI) engines, the cool flame has been widely studied in recent years under diversified experimental and computational platforms. However, considering its practical rel evance to multiphase spray arrangement, cool flame for sub-millimeter sized droplets has neither been explored experimentally nor com putationally. Here, we have adva nced the understanding of ozone assisted (O 3) directly initiated smaller fuel droplet (D o = 0.5"
PSI-117,Dissertation_Combustion Behavior Of Sub-Millimeter Sized Oxygenated And N-Alka.pdf,222,"201 mm) cool flame by employing CFD simulation with detailed kinetics. The mechanistic features of such direct establishment of cool flame are thoroug hly explained to encourage the experimental res earchers to conduct tests on grou nd-based drop tower test facilities. In addition, the oscillatory behavior of such smaller droplet cool flame is further investigated to elucidate the kinetic competitions (i.e ., pathways) responsible for such oscillatory flame behavior. 8.3 FUTURE RECOMMENDATIONS The strength of the current version of isolated droplet combus tion CFD code stems from the simplicity of low dimensional flow field that augments the coupling of large kinetics and other associated thermo-fluid sub-models. To further transcend its capability, the following recommendations are provided in light of the experiences harnessed through the course of this dissertation work. The author believes that each of the three proposals reported here could be a Ph.D. a nd/or M.S. level research topic by their own prospect for future exploration. a. Sooting fuel simulation. To model the sooting fuels, currently, the CFD code has two versions of soot model, namely- the BIN method [1] and the moment method [2]. Both of these soot modeling methods are fairly detailed in nature, therefore the simulation complexity increases tremendously when coupled with detailed gas phase kinetics."
